,ticker,signal_return
0,A,0.05696549399754369
1,ABC,0.008559723044937684
2,ADP,-0.020337833322725096
3,AGENEN,0.04558603197457145
4,AKAM,0.03826111227358053
5,ALGN,-0.0018961345615706726
6,ALTAIC,0.049856053353053265
7,APC,0.0016886547548358166
8,BA,0.08154159434490538
9,BAKERI,0.04187643088741602
10,BCR,-0.029140234573970858
11,BIIB,0.021943942423757967
12,CHK,-0.014609737288596492
13,CI,-0.04956810946077006
14,CLUSIA,0.03786757716883726
15,CMG,-0.018807090137282323
16,COP,0.01663359256183128
17,CTSH,0.040250832189416386
18,CXO,0.04140355894490444
19,DASYST,0.03896706247190851
20,DHR,0.003959830941923759
21,ECL,0.028386869917743418
22,ED,-0.014082196966872296
23,EL,0.02059293106988136
24,EOG,0.024991700374864756
25,EXPD,-0.012595758070012675
26,FB,0.0936132782618353
27,FCX,0.030005251279115353
28,FLR,0.0683473417577547
29,FMC,0.016077063245391265
30,GESNER,0.045579730990909256
31,GREIGI,0.05483386930714945
32,GRMN,0.05456642060462835
33,GWW,-0.009425421365758524
34,HRS,0.0195302123358867
35,HUM,-0.03352501186094514
36,HUMILI,0.0487020050864416
37,ILMN,-0.04421349714202094
38,KOLPAK,0.048708161986769
39,LLL,0.01851709930788381
40,LMT,0.01014040053422427
41,LNC,-0.06309221854923619
42,LVLT,0.023941861804358755
43,MA,0.020265275599734345
44,MAR,-0.0034977300437546432
45,MCK,0.00608948715995794
46,MGM,0.055994269354574744
47,MS,-0.03714146036913002
48,NBL,0.012763894285195754
49,NKE,0.019486368547465993
50,NTAP,-0.01624919689079718
51,NVDA,0.0009543503189743952
52,NWS,-0.006415886691907513
53,NWSA,-0.014771317320312782
54,ORPHAN,0.04800895442750569
55,PKI,-0.01006364425576134
56,PXD,-0.0012349326383542802
57,SBUX,0.012522407093472854
58,SCHREN,0.03964817698956963
59,SLB,0.01731053360729362
60,STZ,-0.015881569775796578
61,SYLVES,0.047122711066576034
62,TARDA,0.04572978691809343
63,TSCO,-0.006284990413431224
64,TSS,0.005112327620192758
65,UAA,-0.04227576314424564
66,UNH,-0.043496935485147326
67,UTX,0.013174450073591082
68,VAR,-0.008575692379228173
69,VIAB,0.01042686459202713
70,VMC,-0.00439813310549253
71,VVEDEN,0.05190059110064196
72,WU,-0.014116763298846813
73,WYNN,0.04370508833546616
74,XEC,0.05083467636687544
75,XRAY,-0.03740177042642667
76,ANDV,0.006491349039169592
77,BIFLOR,0.035747127206543355
78,CAH,-0.010079005167303645
79,CMI,0.008531708689168305
80,KAUFMA,0.045159312155501924
81,LINIFO,0.039897315775328096
82,LKQ,0.005380611177041583
83,MTB,-0.0029497228091504013
84,MTD,0.0314508449838673
85,MYL,-0.009080358149514911
86,NLSN,0.024110908866462832
87,PULCHE,0.05128733132146526
88,SCG,-0.015191264361866352
89,SPRENG,0.04241692568866873
90,URUMIE,0.050220487685379456
91,WBA,0.02666330884713597
92,AET,-0.04532795644096144
93,ARMENA,0.05119505801258309
94,BBY,-0.007867861200613557
95,CNC,0.06108891030268282
96,HCA,0.04323159839917379
97,HP,0.0011589165428640413
98,LH,-0.0207703247586144
99,NOC,0.0006235710033690722
100,PRAEST,0.04526450130433324
101,REGN,0.05267008441023968
102,RTN,0.003307470258484102
103,TEL,-0.028085337425991508
104,TURKES,0.04903158734616686
105,ULTA,0.013353815748046394
106,AMGN,-0.0458822099896139
107,AMP,-0.016118841689882757
108,AZO,-0.025977353965111583
109,CBS,-0.014041634848712903
110,CTAS,0.020122991107186294
111,DAL,0.01882811288734043
112,DFS,-0.026168257488194957
113,DLTR,0.02300579254463564
114,DOV,-0.0012237861014461338
115,EMR,0.0026309695591066884
116,GD,-0.006264614143696612
117,HON,-0.02450461616175037
118,KLAC,-0.0039363672281393924
119,KMI,-0.02418669616821445
120,LUK,-0.03817532336788032
121,MON,-0.012662615044232162
122,PKG,-0.056856700397299065
123,PX,-0.016500663133745874
124,RE,0.02619811224886881
125,RMD,-0.01129530081282848
126,ROST,0.026586575335713736
127,SAXATI,0.04177922249174726
128,TJX,0.019699777469249558
129,TXN,-0.003963344301245009
130,VRSK,-0.017245753628938765
131,WHR,0.03615521719184933
132,XLNX,-0.01375735786677712
133,ABBV,-0.03854867011723506
134,ADS,0.021740499279333747
135,AIG,-0.02732190841243698
136,AON,0.050686053919532625
137,APA,-0.02037616284106747
138,AVGO,0.0790452013564118
139,AYI,0.06010660819751834
140,BEN,0.008075421083951095
141,ETFC,-0.03967848381817607
142,HIG,-0.03176867254782012
143,KR,0.002463055432397887
144,LYB,0.02623736452873704
145,MPC,0.029427410783159136
146,TMO,-0.0047276331741548105
147,UHS,0.038253822476606913
148,VRSN,0.015540786854392419
149,ACN,-0.056591436832686526
150,ADBE,-0.02036573750563697
151,AES,-0.02229639417458218
152,AMG,-0.012725402968488453
153,AOS,-0.0002202400625574974
154,ARNC,-0.06457748546573372
155,BLL,-0.021099205760350515
156,BMY,0.01620504544737944
157,BWA,0.01120514967304942
158,CF,0.03278982282299081
159,CHRW,-0.04433408782369863
160,CRM,0.012495429523748491
161,CSX,-0.023503735471022136
162,CTXS,-0.05724474963128934
163,D,-0.016702845956884094
164,DG,-0.0003453634985115528
165,DVN,-0.025909501144343317
166,EQT,-0.05870911340118745
167,ESRX,0.00766164960946103
168,EXR,0.008218039330514237
169,FAST,0.012895841082924964
170,FBHS,-0.011399448788538713
171,FDX,-0.00837909277619886
172,FISV,-0.011331566009550098
173,FLS,-0.009803587883838283
174,GILD,-0.0296832654939303
175,HAS,-0.02770721975952517
176,HES,0.009297717438427888
177,HOG,0.00875918008988208
178,HRL,-0.044256034590894
179,IR,0.0009209517151305135
180,ITW,-0.002622694587520513
181,LOW,0.013727337024863395
182,MAS,-0.05322356969794262
183,MCO,-0.0043566929988969605
184,MMC,-0.001942746739829193
185,MU,0.022903949969153015
186,NOV,-0.001510384176370394
187,NSC,0.008954901851852881
188,NUE,-0.03352868358647454
189,ORCL,-0.005625477455554417
190,PAYX,-0.024362795269529336
191,PGR,0.02074148430681655
192,PH,0.01155120730922743
193,PPG,-0.006996590060354357
194,PSA,-0.01165981509781222
195,RCL,-0.027746551102076022
196,ROP,-0.013313973041857885
197,SNI,-0.0019204922361391041
198,SWK,-0.001969366063194755
199,SYK,-0.0540622549760954
200,TRV,-0.016785416692013833
201,WAT,-0.00904557190031774
202,ZTS,-0.02225060893481956
203,ALL,-0.03342983501140573
204,ANTM,-0.04675130972635966
205,CB,-0.02724583129281477
206,CMA,0.01574835696813892
207,ETN,-0.036833396958765086
208,HPQ,0.018470806913803095
209,IPG,-0.039609138095045626
210,KORS,-0.03493002168359194
211,LUV,0.012303641195356985
212,MDLZ,-0.0712808799293354
213,PNR,0.0022899025348546154
214,RF,-0.00972454989199445
215,SNA,-0.018692133012153
216,UPS,-0.017602214648126946
217,VFC,-0.049881277090428444
218,WMB,-0.014766470116300834
219,AMZN,0.008498902238130768
220,MSI,0.012342788142878813
221,V,-0.042902986091382544
222,TDG,-0.03509643062652135
223,ALK,-0.03854318935129797
224,AMAT,0.0034334797678918783
225,CCL,0.08517067595188532
226,FITB,0.023498194307314257
227,IRM,-0.11218174564433259
228,RHT,0.07623372170389064
229,BAX,0.02581768302594112
230,LRCX,-0.027692877303732377
231,M,0.010333581854545137
232,PVH,0.01497588143727313
233,ADSK,-0.032225683775567227
234,AGN,-0.014046463520941188
235,CLUSIA,0.04008223470639255
236,CXO,0.003379770287320838
237,DASYST,0.048592701420890505
238,FB,-0.02695255668113461
239,GESNER,0.045875909148454685
240,GREIGI,0.05369697859757305
241,HRB,-0.0660968073384236
242,MKC,-0.0009261744950519457
243,OXY,0.016112284113273923
244,SCHREN,0.038583961540106015
245,TARDA,0.04275993804632289
246,WYNN,0.016207005059611923
247,ALTAIC,0.045964461389936206
248,BAC,-0.020648651035304777
249,BAKERI,0.034557461246258414
250,CELG,-0.009357401438040647
251,CERN,0.038591796113033094
252,CPB,-0.005715373506038901
253,GIS,-0.013583167348390823
254,HUMILI,0.04717623712636709
255,IP,0.012177521668248037
256,K,-0.029055308212778463
257,KOLPAK,0.05355529172048967
258,LINIFO,0.049351744631628114
259,NKE,-0.0024473159733560124
260,SPRENG,0.049657290268121934
261,TSCO,-0.008317628293097457
262,TWX,0.025654613626562295
263,URUMIE,0.049462924357805915
264,XEC,0.03369384578647239
265,AGENEN,0.056338576314447
266,ARMENA,0.052922113994306685
267,BIFLOR,0.05807381887691504
268,CMG,0.030355191851485053
269,COL,-0.015499652303645028
270,CTL,-0.04059252268691571
271,CVS,-0.05050884581904658
272,GPN,0.08280979317347104
273,MGM,0.007311755704193956
274,MNST,-0.05365414175667205
275,ORPHAN,0.04878522227431026
276,PRAEST,0.051681973690988314
277,PULCHE,0.03623132577603194
278,REGN,-0.05667909637882396
279,SBAC,-0.006859165135270295
280,SYLVES,0.04318851733702023
281,TURKES,0.045017464551510455
282,VVEDEN,0.04006761817654586
283,XOM,-0.017968693542815828
284,AAL,0.04031399349332787
285,ABC,0.005267790934858851
286,AFL,0.014246816312707633
287,ALGN,-0.13567974589674714
288,ANDV,-0.05044606784305561
289,DAL,-0.007878954298129681
290,ECL,0.001406328709933291
291,FOX,-0.017536487444447246
292,FOXA,-0.016617593076538206
293,GT,-0.03992633839231097
294,HCA,0.02873125804048149
295,HRS,-0.013475022823749683
296,IDXX,0.023471643122076724
297,INCY,-0.07283954617695754
298,KAUFMA,0.04494310927833417
299,LB,-0.0897485646947942
300,LKQ,-0.055009284458176655
301,MRK,-0.045543491202774344
302,MYL,-0.006612435080343371
303,NFLX,-0.009066918576759786
304,PXD,0.02668989925089793
305,ROST,-0.017096771493211982
306,SAXATI,0.050147406599616806
307,SHW,-0.024356662091142844
308,UAA,-0.026096427323768268
309,ULTA,-0.032474993683638154
310,DGX,-0.06299477698600375
311,DLTR,0.0018642493323968168
312,GRMN,0.031490455226941716
313,HP,0.04553344805088866
314,KO,-0.01511363781004782
315,LVLT,-0.02755794406365819
316,NTRS,-0.02501970096166195
317,RE,0.008825946567902143
318,RJF,-0.05327905152749235
319,SLB,0.02560157406279373
320,URI,-0.010316231257836428
321,DPS,-0.03663910500197831
322,EXC,0.0044665939230355
323,ISRG,-0.1005754388270228
324,LLY,-0.01827462024348181
325,SCG,-0.02222797988051406
326,SO,-0.032742102654052196
327,STZ,0.06032141219356468
328,UHS,0.026897113256227456
329,ALB,0.04017213143281584
330,BMY,0.0452565915881209
331,BWA,0.02075140205608772
332,CAH,0.037719694323156805
333,CNC,0.008052919003013415
334,COF,0.01803882058967865
335,CTSH,0.01078430332209468
336,DG,0.0020397763319204287
337,EOG,0.05239473144845963
338,ICE,0.02332511901780121
339,LUV,0.076264333053504
340,MU,-0.08123002116668099
341,NFX,0.055569851154810834
342,RHI,0.030512102811167452
343,BBT,-0.02738266323612537
344,GPS,0.061760653526792275
345,PCG,-0.03216974766934344
346,TGT,-0.03171878401903472
347,WFC,-0.048063070518231665
348,WMT,-0.044627184718631696
349,ADI,-0.04157444658694054
350,AVY,-0.04191883836780885
351,CA,-0.05205636195605301
352,COG,-0.02198510194906733
353,CVX,-0.03294732859507388
354,EA,-0.047067510857985884
355,HBAN,-0.0960407837090238
356,HBI,-0.06802655053638418
357,HPQ,-0.1475887498750632
358,IBM,0.02120580466436195
359,ILMN,-0.17517337370062158
360,JNJ,-0.07589188573189976
361,KIM,-0.08843892898081451
362,KMX,-0.041562779958936424
363,MCK,0.06099407019902259
364,MPC,-0.14842000511827358
365,PNC,-0.06913324866877968
366,RL,-0.03315018318725116
367,RRC,-0.01705540569901487
368,STT,-0.04280426588824682
369,TIF,-0.05579758106811816
370,VRTX,-0.07210811009144802
371,CCL,-0.06878187876541775
372,CSCO,0.0109486067425566
373,CTXS,0.17300416274401265
374,DRI,0.029223827004051905
375,JBHT,-0.05493623432673633
376,TXT,-0.07462074423777088
377,YUM,0.01990191020290366
378,ADS,0.06767603624160579
379,AIZ,-0.003323133797130673
380,COP,0.03198168327052109
381,EW,0.04921628128060762
382,HIG,0.023879024885155697
383,IVZ,-0.03815995520126236
384,L,0.009512065102793787
385,LRCX,0.005259087810360885
386,NLSN,0.043787306846347906
387,NSC,0.1069170543825253
388,RHT,-0.020319332193737605
389,RMD,0.007128884227973309
390,VAR,-0.05403849966875818
391,XRX,-0.10275566917323298
392,ZBH,-0.0031469924416667183
393,AMAT,-0.01652467233229782
394,CLUSIA,0.04740194036516504
395,DVN,0.05969539765169429
396,EXR,0.018463339547667434
397,FMC,0.028655255760376974
398,HAL,0.019930319720129486
399,KR,0.04017925624129237
400,LUK,0.012774211337279073
401,LYB,0.014764755054153866
402,NDAQ,0.07350483582663214
403,NEM,-0.08274127906921125
404,PSA,0.03414695433517689
405,SCHREN,0.049393554787101335
406,TARDA,0.056084671329745095
407,TMK,0.0027300044255444966
408,VRSK,0.01948976499835897
409,WYNN,0.009379082463774502
410,AES,0.03835697478442901
411,AJG,0.03783770370715622
412,AVGO,0.028528790148314886
413,BAKERI,0.050429115019037185
414,BSX,-0.05297581597776402
415,CERN,0.010489917507509716
416,CL,0.05656182038724644
417,CMCSA,0.037389506738617406
418,FTI,-0.1145824830311688
419,GESNER,0.0481200074668775
420,GREIGI,0.043368673694599735
421,HSIC,0.032560169851480136
422,HUMILI,0.055799205619206815
423,INTU,0.04933379016814232
424,ISRG,-0.06713100439234232
425,KLAC,0.029464598184677282
426,LINIFO,0.039046170644264966
427,ORLY,-0.04272463731188747
428,PRGO,-0.0010696822535853912
429,SBUX,0.0077801553087186726
430,STX,0.05187415248969085
431,TSS,-0.004321096967878191
432,URUMIE,0.04133002291312876
433,WDC,0.04997891408104671
434,AGENEN,0.04598376314628638
435,ALTAIC,0.04318862317402994
436,BBY,0.055077361610259334
437,BIFLOR,0.04771589610963317
438,DASYST,0.05646032562695691
439,FDX,0.10324301884735032
440,FLIR,-0.0
441,PPL,-0.04431942227963859
442,SCHW,0.003034903695154245
443,SPRENG,0.0479301607466745
444,TURKES,0.041372209140432215
445,VVEDEN,0.05588015923052769
446,AAP,0.03915671520119446
447,ABC,0.02279698632263738
448,AFL,-0.009490351346130854
449,AIG,0.013755908084425617
450,ALL,-0.012758146784725088
451,AMP,0.04380706518432387
452,AMT,0.0452520015581257
453,APA,-0.01232327986420767
454,APC,-0.01570767027439146
455,BLK,0.052672863568457906
456,CB,0.005104422824287802
457,CBS,0.017726993764164867
458,CCI,0.02919140537492826
459,CELG,-0.04528466274851528
460,CHK,0.02227103543118325
461,CHTR,-0.029122957375276926
462,CINF,0.02199648774533225
463,CME,-0.020338788785167594
464,CTAS,0.0230285752153625
465,ECL,0.043426612125667674
466,FISV,0.014169696149540112
467,FRT,-0.009002666821058547
468,GILD,0.10159104387973894
469,HES,-0.024473951041134256
470,HOG,-0.03565521900104063
471,KOLPAK,0.05524502761816291
472,MA,0.04247813494319086
473,MMC,0.0283130950119328
474,NBL,0.08042609915927379
475,NOV,0.0077334209758959105
476,NWL,0.056661549046508775
477,ORPHAN,0.036894479400026436
478,OXY,-0.009428656079776054
479,PFE,0.0372181931856197
480,PFG,0.056676065909330386
481,PLD,0.0014996253747656674
482,PRAEST,0.05203079243174624
483,PULCHE,0.048187643321295326
484,PXD,-0.014070010605830241
485,SAXATI,0.04145306719281644
486,SBAC,0.08712383130518209
487,SRCL,-0.02927454623766579
488,SWK,-0.025470890729069495
489,SYLVES,0.042394343436395476
490,TJX,0.042732849585968236
491,WBA,0.02622033512136568
492,XEC,0.0029230137260869427
493,XL,-0.02034399470271797
494,AAL,0.0451554486730954
495,ABBV,0.005795917694645603
496,ABT,-0.016820798113373225
497,AMG,0.010334825345171161
498,AOS,0.11558103033886535
499,APH,-0.010284459646280553
500,ARMENA,0.05752627233743629
501,AXP,0.01937973384313718
502,BA,0.06497795356146963
503,BCR,0.10346994026216993
504,BDX,0.009941770060361677
505,CNP,-0.0032467560988695965
506,CXO,-0.07420483289710678
507,DFS,-0.03485201220679324
508,DHR,-0.003047093770373266
509,DRE,-0.007814887984237906
510,ESS,0.0019273219308013623
511,FB,-0.0391594240910611
512,FCX,0.05738246761379129
513,FLR,-0.017761033086297395
514,FOX,-0.006300848745069754
515,FOXA,-0.006988230366130832
516,GGP,0.008514715586773747
517,HBAN,-0.009049835519917782
518,HCA,-0.005078301222654069
519,HP,0.02229703167578201
520,KAUFMA,0.053856484555310113
521,KEY,-0.0007974482081292145
522,KMB,0.08660741818793305
523,LH,-0.01622055715882631
524,MCO,-0.01823076715133265
525,MDT,0.018994591475733902
526,NI,0.014479001378183032
527,NOC,0.0651401965425471
528,PAYX,0.02891862743507856
529,PBCT,-0.03192851760102888
530,PPG,0.04543562604512452
531,PSX,0.03490287168105999
532,PWR,0.05441668833656177
533,RE,0.010724664655739069
534,SLG,-0.0010568591133788274
535,SPG,-0.025867640622622368
536,SRE,0.018046434952888823
537,SYK,0.01789543009422001
538,TMO,0.022338053952542403
539,UDR,-0.005627024493817245
540,UNM,-0.0007198347425299012
541,UNP,-0.0015864625220602946
542,URI,0.04189342549932462
543,VLO,0.06991282676910737
544,VNO,-0.00425770951323301
545,WY,0.020599523954419663
546,XRAY,0.03664680739077131
547,ZTS,-0.04033678891585524
548,ALGN,-0.02144246713199749
549,AMZN,0.0874799571774636
550,AYI,-0.009980122756723553
551,CHD,0.03457520777056011
552,CI,-0.04474756822287862
553,CMG,0.034437629040558804
554,FLS,0.08023415935650302
555,GE,0.03801571225434763
556,GOOGL,0.015335481681512775
557,IR,0.01635077891755854
558,JCI,0.020681697227077134
559,KSU,0.043847663947262916
560,LNC,0.0030748980959431904
561,MAA,0.0096030004026737
562,MS,-0.014940030681843464
563,MTD,0.001131541846335793
564,NKE,0.0017106392749712818
565,NRG,-0.027398290437373962
566,NUE,0.031974989013468846
567,PH,0.031351079020079275
568,PX,-0.006826513278895163
569,RF,-0.05698387853974074
570,ROK,-0.009006201425546756
571,ROST,0.04384299869387531
572,SLB,-0.010588900478954777
573,SNI,0.007175709017572807
574,SNPS,-0.05489675263265115
575,STZ,0.01954961052713511
576,TROW,0.010371643073009196
577,UAA,-0.060785849492247745
578,UHS,0.005212870188533003
579,ULTA,0.01899287982008513
580,UNH,0.0018924235941053524
581,UPS,0.05461036745784309
582,VRSN,0.020696180114016194
583,VZ,0.009552311440012229
584,WYN,0.039544118736642986
585,ZION,-0.05109974997290223
586,AAPL,0.01028143454661734
587,ADBE,0.04259886258100609
588,ADM,0.05559082379600122
589,CMI,-0.0524818726380234
590,CRM,0.008673708155488846
591,GPN,0.04114127710887905
592,INTC,0.004959712584723608
593,IT,-0.03882850501647095
594,MO,0.03839818216852775
595,NFLX,-0.05022785734277502
596,NFX,0.005171310813377961
597,SIG,-0.006397919966703469
598,SNA,0.028208980188328958
599,T,0.03432735538660703
600,TAP,0.013183739370286052
601,TXN,0.031261586880026115
602,VFC,0.03443321608964478
603,XYL,0.17978864229512226
604,ADP,0.0007949126014770158
605,AEP,0.028974905746366186
606,AKAM,-0.1663051612055808
607,ALK,0.08452895949637496
608,AMD,-0.04609110720026699
609,AON,0.03223566598327565
610,ARNC,0.04389419355722479
611,BIIB,-0.026443945758273912
612,BWA,-0.03208787933070889
613,CAT,-0.059132800292164056
614,CBOE,-0.003387469613664873
615,CLX,0.03912783231997086
616,CVS,0.029536657595881977
617,D,0.0034129725962399604
618,DAL,0.07662838376664194
619,DG,-0.021451282195570798
620,DIS,-0.002176279422595684
621,DUK,0.018949988825299968
622,EIX,0.005904526978165681
623,EMN,-0.06016288712400897
624,ETR,-0.040649246719274945
625,FIS,0.011201112754820386
626,GLW,0.07224490687332841
627,HRS,0.017688087930814334
628,ILMN,0.0581327061676955
629,KORS,0.005448914197744514
630,LUV,0.08828399799673559
631,MDLZ,0.005367248758176402
632,MON,-0.040442151026709894
633,OKE,0.01188960267776995
634,OMC,0.035335271835249316
635,PEG,-0.018846258624832135
636,PKG,-0.01603962373575829
637,PNW,-0.023845123762111786
638,REG,-0.032872745000574355
639,TWX,-0.021708188298116937
640,WU,-0.10280949386622096
641,AEE,0.014020848241937944
642,DPS,0.026951233381853346
643,EXC,-0.0365080909194444
644,IPG,-0.0988458346366321
645,KSS,0.05669247308702685
646,LMT,0.03638117426789922
647,LOW,0.01451345773801549
648,MSI,0.0039984059666950955
649,NTAP,0.007452173765695402
650,SWKS,-0.0936309182846049
651,WM,0.011024457086273198
652,ALB,-0.015203750902039737
653,BEN,-0.04735947003885865
654,BLL,0.03086029711690541
655,DISCK,-0.005083248968275722
656,EXPD,-0.09343289333371985
657,FTI,0.04836628023021339
658,JNPR,-0.004829631067343687
659,MAR,0.018214630631138817
660,MAT,0.006582704510026627
661,MCK,0.04107796175784628
662,NWS,-0.006227022668820581
663,NWSA,-0.0017366140399164287
664,RCL,-0.004496516864956668
665,RJF,0.0031250025431353023
666,SYMC,-0.060487749887285336
667,TDG,-0.0023241517058414374
668,TSCO,-0.054214494683633596
669,V,-0.03413779777723258
670,VMC,0.0090744724334062
671,ALXN,-0.06383040196294232
672,AME,0.030121499161661625
673,ARE,-0.06358589225194411
674,AVY,-0.003567310466494167
675,BK,0.040633475337870095
676,CA,0.016738113812483135
677,COP,-0.005008470706558299
678,DTE,-0.0014411300952170691
679,EFX,-0.012594238037959116
680,EMR,-0.0037260643750007816
681,ETN,-0.008688697173499627
682,HAS,-0.023001229092956432
683,HCN,-0.08321976841674861
684,KIM,-0.02863373279537118
685,LLL,0.039898775497918315
686,LNT,0.019809022123850717
687,MSFT,0.05578919003804561
688,O,-0.06609876824058958
689,PNR,0.0102962933041022
690,SHW,-0.05024967955655857
691,VTR,-0.089431163634071
692,WMB,-0.06966333748591946
693,AMGN,-0.04458621841861721
694,BMY,0.010707559281229795
695,CF,0.009752617973343813
696,CLUSIA,0.049534296747674456
697,DLR,-0.22744463321360087
698,GIS,-0.0049431637975194676
699,HSY,-0.03381891216981803
700,IDXX,0.00991253658212976
701,JWN,0.027708961858478265
702,MRK,-0.03573742514891265
703,NSC,-0.014069246209257535
704,PEP,0.009878946625190288
705,PG,0.011738946248513571
706,RTN,0.04756208507722626
707,SCHREN,0.05347053845630462
708,SJM,-0.04149066722989048
709,SYY,-0.004221960432981842
710,TARDA,0.04812343924819573
711,WMT,0.023952473954559572
712,ADI,0.01373481498399931
713,AET,-0.037478138454902776
714,AGN,0.04679105028185049
715,BAKERI,0.03822877292647969
716,CL,-0.018674964893349077
717,CMA,0.027710153622909406
718,CTL,-0.07299376591031903
719,CTSH,0.02519191889241368
720,EL,-0.02969066095512396
721,FL,0.02337147065360723
722,GESNER,0.05167376743003671
723,GREIGI,0.05377565771752707
724,HAL,0.022468682656079153
725,HRL,-0.026649865686584118
726,HSIC,-0.004791065858785082
727,INTU,0.012926721109502104
728,JNJ,0.004499204161747095
729,K,-0.035308029218695136
730,KLAC,-0.04432815911802024
731,KO,0.002008032803245463
732,LINIFO,0.0551601748933524
733,M,0.004326201858827705
734,NLSN,0.01257878220686015
735,NTRS,0.00905298661988807
736,PDCO,0.02197890671877545
737,PRU,0.047025793609148714
738,STT,-0.005136997597915638
739,TRIP,0.03158913051502399
740,AGENEN,0.04660172326556866
741,DASYST,0.0473497268636936
742,DLR,0.06035772638066872
743,EQIX,0.027188325105585776
744,EW,0.040168514717172865
745,HUMILI,0.04582155109145375
746,LVLT,0.013151428804126564
747,SPRENG,0.041354307718468375
748,TSN,-0.027360029586804835
749,TURKES,0.05222670040123806
750,URUMIE,0.044975149937765746
751,WU,-0.03842148949938995
752,ADS,0.05821478454391116
753,AKAM,-0.03112706619599548
754,ALTAIC,0.05434951370122487
755,BIFLOR,0.04463824771661118
756,CAH,0.09506218699484537
757,DISCA,-0.03470475537175055
758,EXPE,0.034585339434268114
759,FFIV,-0.03037948394138379
760,HBI,0.02556261315098496
761,MCHP,0.010650714249536453
762,ORPHAN,0.04808313401197378
763,PRGO,0.1007739018144429
764,SAXATI,0.04984932942368603
765,SYLVES,0.050780015087036834
766,VVEDEN,0.05231719825728964
767,ABC,0.049320168921071605
768,AOS,0.030806132509728634
769,ARMENA,0.04561599446868775
770,BA,0.02630580813716321
771,CMCSA,-0.01898889740958598
772,CNC,-0.017173122757155213
773,COST,0.04082789757345484
774,FDX,0.029273952804179437
775,FRT,-0.006214368651777491
776,HPQ,-0.02777413028424558
777,KAUFMA,0.05566298208698789
778,KOLPAK,0.04393072501580075
779,MHK,0.050464221519831653
780,NEE,0.0048667404076505605
781,PRAEST,0.05621521570260862
782,PULCHE,0.04951315103462062
783,PWR,-0.018809331957496234
784,RSG,0.02217513471101107
785,UAL,0.03293503710507073
786,VRTX,0.060745249637996324
787,CHK,-0.12622704665544004
788,CMG,0.0043442255719163825
789,FAST,-0.10132166027815304
790,HST,-0.011078984332036246
791,JEC,0.03511933140807333
792,KMB,-0.007839560556337055
793,LNC,0.08410058784676977
794,MLM,-0.013225762219261306
795,NUE,-0.0054557561720840475
796,SEE,0.0044275847156072246
797,ULTA,-0.005524028163972794
798,UPS,0.02004115507151827
799,XOM,0.04255505147547023
800,XRAY,0.021681066061324472
801,ADM,-0.01966359311097543
802,AWK,-0.0024909222893865213
803,AZO,0.048094045702049115
804,BBY,-0.1276476915596909
805,BDX,0.01327473659155487
806,DRI,-0.0037835837796387217
807,HRB,-0.04382277866589179
808,KSU,-0.025029748065835022
809,NKE,0.007870500598108343
810,SBAC,-0.02640086501833938
811,SBUX,-0.02235113786242593
812,STZ,0.044260905920052274
813,UNM,0.019152432214756487
814,VFC,0.020315556467448204
815,CNP,-0.018428280293575128
816,COG,-0.005590716342155133
817,D,0.009045742367965737
818,DHR,0.011037790061974029
819,DUK,-0.03347003559155759
820,EQT,-0.02392887117517173
821,GE,0.0022279994363127997
822,GPN,0.037461383315219976
823,IFF,0.017266451484179157
824,MKC,-0.022197509845670815
825,MO,-0.005568090748066634
826,OKE,-0.011830339785572797
827,PCG,-0.05283341482134718
828,PM,-0.01896790270681059
829,RL,-0.048347098145347545
830,TJX,0.027153623484087674
831,AIV,0.023850544337955526
832,APC,-0.0254651011939222
833,CHK,-0.03595979948372685
834,DGX,-0.03547264390772309
835,NVDA,-0.05805448415946968
836,WMB,-0.011813997079630933
837,AMP,0.04234139821416427
838,AON,0.02390552085355413
839,ETFC,-0.0005632216425994763
840,FE,-0.15239287106149169
841,FITB,0.028087581810261053
842,HRS,0.03554854400700691
843,ICE,0.06268506605873458
844,KEY,-0.0030769255044797994
845,MOS,-0.010469107344019069
846,NOC,0.011493347313630942
847,RE,0.005101401192145083
848,SCHW,0.036783877267414944
849,STI,0.019132706179044057
850,TXT,0.05462327883656082
851,ADBE,0.013612868217093954
852,ADSK,0.0429907542153658
853,AEP,0.00950878796902721
854,AES,-0.0020625651863483974
855,ANDV,0.11728368154967495
856,CB,0.03921292594948245
857,CSX,0.016930842411806424
858,HOLX,-0.021585953671607427
859,KORS,-0.01178308206580514
860,LH,0.0017021280705309394
861,MA,0.02047278795617391
862,MMC,0.018628819833493182
863,MS,0.04706369089293849
864,MYL,0.0741427638385126
865,TIF,-0.005049582747596482
866,ALK,0.03123644049113894
867,CLUSIA,0.045954023733320304
868,DAL,0.03219312301413124
869,DISH,0.07109592168373036
870,FTI,0.019189694393141554
871,ORCL,0.006606371865927052
872,PFE,0.01612173371707959
873,PSX,0.04980158457355888
874,SCHREN,0.04421608398979848
875,TARDA,0.05365683545094657
876,ACN,0.0025803136494255696
877,ADI,-0.0366104188661156
