,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Equity(0 [A]),-0.09390915259937532,-0.001410951681387935,-0.033061022757994545,-0.006607596533633154,0.05195139204164127,-0.05767347497502774,-0.0037755665637609712,-0.0191486759639247,-0.0653990174494939,-0.013507268547271864,-0.0027890993833279594,0.03765576378279554,-0.027945157351055003,-0.010935742688405357,0.06827212616138868,0.03079698564386469,0.008105618913050281,-0.04390044548755598,-0.09362042661472231,-0.1629086608079327
Equity(1 [AAL]),-0.1424186080282095,0.4275186080598847,-0.09475745111246799,0.21464950506539232,0.008575560653836911,0.15551196501307663,0.04822653964204566,0.041200745256191135,-0.02788746459729501,-0.011682506252328933,-0.01960054176205483,-0.04903740849436108,0.04682128721611457,0.11947564302794685,0.22992038341123325,-0.3717732573029535,0.26165102502390286,0.3405653404957308,0.06056035465884404,-0.14091174481790883
Equity(3 [AAPL]),-0.07747253621202228,-0.014729766541270686,-0.008123300678250511,-0.008966047591979429,-0.13051918256786013,-0.07600581988910327,0.024254124889248344,0.08474550595497014,-0.10354503067013715,-0.03378481527656326,-0.048401984681293,0.08108986937367814,-0.051025290541288126,0.07292244969431283,0.1448927690679708,-0.045526827285388885,-0.04101146412428286,0.1226971635627504,0.052702967426555364,0.03938473574016749
Equity(4 [ABBV]),-0.043080332010305304,0.020037438037459263,0.013673567971658862,-0.10221187150650222,0.02328343067385419,0.01436344105464571,-0.03493178459590503,-0.06029539199177864,-0.07371051732516917,0.07168797704784115,-0.046527543367261004,0.008349947852313735,0.09760431085255981,0.024318327242535628,-0.0346539064952274,0.07613137506800051,-0.11310585510709587,0.07026129361112894,-0.0872146222928551,0.08972495950269654
Equity(17 [AET]),-0.0912458599080771,0.006537517332951437,-0.006879661303174633,-0.05548828728421314,0.07693489698359426,-0.04902454837223724,0.07455440854477666,-0.05913954026415384,-0.15636162961721542,0.06789917688019398,0.10304234357082416,-0.15636672549012468,0.2604061823957095,0.0787357874426177,-0.06983562431914685,-0.1475850198724898,0.02511763651617971,-0.1513297806595821,0.3512010605901643,0.10582869078609514
Equity(19 [AGN]),-0.08158817206251111,0.04106976615783464,0.0032171851924912218,-0.15187652239192415,0.012792229642942243,0.036748987632952604,0.0011779699140453247,-0.03894987241133162,-0.05120140789072869,0.0846383726929329,0.0942881091189275,-0.05750459854506415,0.09544116661804497,0.0625921596339534,-0.0032374194320349547,0.11191318243563307,-0.08192198651673664,0.032370804682094634,-0.047747251494672655,0.06340058752974592
Equity(20 [AIG]),-0.13014802831138214,-0.015268110566368565,-0.04340194778154355,0.03602990225348628,0.0745819945114583,-0.06285514333914138,0.07373118750988976,0.011788053618417598,0.10990892785787194,-0.1080891918022233,-0.012589801485429836,-0.05968554281100413,0.021566666695668188,0.007785416092221702,0.019514104641024904,-0.0423842643533007,-0.031754708022837946,-0.0017567614871645265,-0.019061425955572087,-0.01128679210749961
Equity(35 [AMGN]),-0.08328771486139736,0.03480748433548132,-0.03362058969554234,-0.18460562073811682,0.029021351308298027,0.030303299347705752,-0.05849541866868508,-0.09419195766616767,-0.02089735264115211,-0.010708057151018982,-0.041846025361153505,-0.00610987029966889,0.03199998603073009,-0.04765212021909346,-0.026956614732912998,0.029506574760389835,-0.0431836603600087,0.04874313984073024,-0.05034029658337057,-0.03021726121430937
Equity(38 [AMZN]),-0.10290387425010428,0.02925274333919079,0.11749999148312971,-0.09071176746162857,-0.025450581363348324,-0.07412816248767665,-0.05933227002786241,0.1995292027750893,0.013884212901869503,0.07209631163790302,0.008993430531020242,0.0953941024546057,-0.24670095790162128,-0.2091323426620285,0.28614562680430866,-0.2185430057075911,-0.20723722601671388,-0.25934994516992493,0.15120852176986915,0.32139563595874165
Equity(41 [ANTM]),-0.08488123223206204,0.002514175813018556,-0.005895278332375749,-0.04772551654285928,0.06892129333807417,-0.06954861005003618,0.05648041459938376,-0.060399550318629425,-0.11471034113118683,0.04306788832526351,0.10038512437524182,-0.16374679881534546,0.24966327973797756,0.028366314838408783,-0.0536315675348536,-0.1364847215426159,0.06656921191462296,-0.13467687978432147,0.3264069619899266,0.08557186552541698
Equity(45 [APC]),-0.13464575007339913,-0.17721594325792714,-0.009357273639002326,0.10404165135106647,-0.013755716931318218,0.1837485224405505,-0.05012914789886044,0.016943862823982747,0.0028530031475115895,0.04042460309468555,-0.0011317411541520838,-0.08319681170581222,-0.005670505779767049,-0.12958147963331135,-0.06502272025918471,0.008176760515994641,-0.02804245439366757,0.061354357796752516,0.08873229840200893,-0.06580531396970571
Equity(52 [AVGO]),-0.12826203904327782,0.006640875918498781,0.03583675229186169,-0.005260150578510953,-0.33944281881717286,-0.18004621578715857,0.02733330858558176,0.03429515272917673,-0.13908906910119379,-0.18096567470360256,-0.12349021869412298,0.04743670254121145,0.09465337828002357,0.007656263805450841,-0.15411816841202106,0.014258092463212343,-0.0585387329164235,0.1308585158622663,-0.02310837930067311,0.02710419916345394
Equity(55 [AXP]),-0.09584476003811722,0.0023619780297813218,-0.033946695463678976,-0.012783962836452549,0.06313912324569397,-0.062187862551833784,0.052674493323009386,0.00036397523689496447,0.03935467938137445,-0.01858718816636591,0.021019352849132037,0.0037285397708701207,-0.015085957573587383,-0.007764354545146582,0.01309776343416802,0.012716605368804416,-0.07540836848386138,0.012571037341390357,-0.04028417780602947,-0.019939450567923178
Equity(58 [BA]),-0.09390915259937538,-0.001410951681387831,-0.03306102275799445,-0.006607596533633313,0.051951392041640905,-0.05767347497502723,-0.0037755665637609903,-0.019148675963924888,-0.06539901744949408,-0.0135072685472718,-0.002789099383327831,0.03765576378279552,-0.027945157351054982,-0.010935742688405456,0.06827212616138875,0.030796985643864808,0.00810561891305036,-0.04390044548755617,-0.09362042661472264,-0.16290866080793281
Equity(59 [BAC]),-0.1523385882764987,-0.007511032624849908,-0.06211594650395855,0.12707715843511808,0.13099959886266604,-0.12971208940986345,0.22813255153674794,0.025789099592367193,0.34655314409079,-0.2037817673212111,-0.006501814829144797,-0.011030628789230723,0.07698074874111027,0.029103925965265044,-0.07807038108100686,-0.016923362848473684,-0.14798335706499252,0.056082701534601376,0.008470234564918702,0.11416592612293486
Equity(66 [BIIB]),-0.1026639310297233,0.03505698551763484,-0.008882288722002423,-0.2631686027250988,-0.001284095503500241,0.09453672894758988,-0.06801593452794691,-0.12901468351691583,0.011646854638375198,-0.06947616829328215,-0.05964116035704307,-0.11667505277545587,0.059471188616364884,0.09596789358369612,-0.03295529162271543,0.26303105169140784,0.12689160388607432,-0.041134053341536206,-0.1624149989709331,0.12784915446642459
Equity(70 [BMY]),-0.06688464890507051,0.02016020597437388,-0.025394809226942077,-0.10941120570767124,0.0674971352006839,0.0009105469538778662,-0.02410701342925932,-0.08548368400359121,-0.07158307797955786,0.033690026445112875,0.020615374228144967,-0.01690338275951464,0.07219919917448572,-0.03386878224783314,-0.0186686540944328,0.047785535061827394,-0.06844826125731879,0.02794665447106033,-0.06526081650149096,-0.01787122473355124
Equity(74 [C]),-0.15442325682522934,-0.009063415141084814,-0.06044058697140276,0.12334754278540547,0.12055387821509041,-0.1266946508930606,0.14847433943688054,8.313782830789845e-05,0.2640413837830033,-0.14829786429129643,-0.009962729568440507,-0.016793715376088453,0.03198736062128443,0.02566618406078236,-0.07088129824558739,-0.02566378490704445,-0.11821784920723297,0.017472698090997538,-0.025151049646575552,0.07332130130229281
Equity(78 [CAT]),-0.1135468817255907,-0.07421524137942469,-0.0080276772810952,0.07268476996023476,0.011476746195716815,0.021047939692948405,0.008282021296618147,0.0026561265010446033,-0.01666920803130114,-0.037561616744688386,-0.025949410073771606,0.0709870067025444,-0.036825020995721255,0.05439184728891404,0.02863294791432955,-0.024330949044866365,0.06641101725334879,-0.06609079708943043,-0.005893370283550695,-0.09542905559251925
Equity(85 [CELG]),-0.1035573094132118,0.03690473746505283,-0.015540721807670252,-0.217275932038268,-0.00048049164123111106,0.07367202398788118,-0.0895633221248926,-0.10190437523246164,0.009576726979665577,-0.007847896724385801,-0.12208579313389892,-0.007397844455445141,0.009952643763047109,0.006030752926965255,-0.01383494352193515,0.05503395871272741,-0.11530528858964333,0.06452650076967084,0.002685224600252778,0.06072712021769222
Equity(98 [CMCSA]),-0.08823403751467412,-0.014154479921222053,-0.030575882847605772,-0.021296674749945645,0.05171255274939162,-0.0508033743237937,-0.024449010745978772,-0.01568836215041225,-0.0517604734435348,-0.0027302086024428296,0.015426332450759805,0.010762218521777736,0.006559951090972682,-0.002119385355480091,0.0120416628707892,-0.00032667072687107834,-0.011660302782923538,0.009053023747655455,-0.04836040538719422,-0.0028882239594970605
Equity(100 [CMG]),-0.0831087277210641,0.023996803786456716,0.0527130239978546,-0.061402945713272226,-0.011572453781440442,-0.05280380335645067,-0.014477963767166258,0.22432839265729276,-0.032959445222784364,0.07942612932885207,0.09441764643790568,-0.055763714359598815,-0.30516366093376696,0.2454041681780281,-0.3288027228455665,0.0017940930821350246,-0.36699100759019915,-0.00988610047334211,0.2828952488353871,-0.4816628384542793
Equity(109 [COP]),-0.09337170180565654,-0.12997599361004394,-0.005746511065221347,0.05529592256785524,0.042821175430157135,0.11762429037708362,-0.050902172937360934,-0.006586373581190935,-0.027728441345314395,0.0469301205693653,-0.01808730973799797,-0.01502750123903046,0.0450712007650797,-0.06940432258017148,-0.00863343244320472,0.00010099882250907966,-0.007280421170364735,0.020367724616138498,0.0058153814580011315,0.008383276855878419
Equity(110 [COST]),-0.058742960545015266,0.008680312822469598,-0.026963138694080697,-0.031645499673121816,0.05770034476592941,-0.06518767276248634,-0.014768083462826476,0.0035787908267046527,-0.06078240092147677,0.0344105942319978,0.03426793839751063,0.013645390076469838,-0.04201531243527096,-0.03394152270328555,0.038675271536349365,-0.020720114081201918,-0.028514843574927645,-0.011154689639798737,-0.04837535381389879,-0.027310235183765935
